"id","semantic_key","check_type","subject_ids_json","result","witness_json","toolchain_json","recorded_at","status","metric_schema","metric_errors","metric_unique_ids","metric_resolving_xrefs","metric_pages","metric_fatal_errors","metric_undefined_references","metric_rerun_markers","record_json"
"urn:uuid:687cfaf1-e598-58e6-9086-eb2bcd2ab82f","lebl.ra.qa.live-manifest.ra.v6.3.logical.u001782","topology","[""urn:uuid:0a0a8684-8a9e-5deb-ae3a-2860ade4468f""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001782"",""sha256"":""sha256:15efd8ff7a1c5f9c155bde20f04c44a721ea41f93cdb97190d88001efdbf52ba""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:687cfaf1-e598-58e6-9086-eb2bcd2ab82f"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u001782"",""status"":""active"",""subject_ids"":[""urn:uuid:0a0a8684-8a9e-5deb-ae3a-2860ade4468f""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001782"",""sha256"":""sha256:15efd8ff7a1c5f9c155bde20f04c44a721ea41f93cdb97190d88001efdbf52ba""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:687d03b1-9de2-5787-9457-92ebd89d8cf0","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001295","topology","[""urn:uuid:1445fdd0-fea4-5d65-a92b-b2f5cbdc8e97""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001295"",""sha256"":""sha256:7f816c0b99f27ee958a303a08d90ddcf19330e047de382a2fd487cb04a324ad2""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:687d03b1-9de2-5787-9457-92ebd89d8cf0"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001295"",""status"":""active"",""subject_ids"":[""urn:uuid:1445fdd0-fea4-5d65-a92b-b2f5cbdc8e97""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001295"",""sha256"":""sha256:7f816c0b99f27ee958a303a08d90ddcf19330e047de382a2fd487cb04a324ad2""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:688e289e-f15e-5e0d-bd0a-82a90c583264","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000441","topology","[""urn:uuid:3203f1fd-78ff-5b0a-9b5a-8394d57b8286""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000441"",""sha256"":""sha256:bb2c69e9aca17488bef50ca9a0f07edc7d031a55b29585d4031cc0f7f5b6405d""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:688e289e-f15e-5e0d-bd0a-82a90c583264"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000441"",""status"":""active"",""subject_ids"":[""urn:uuid:3203f1fd-78ff-5b0a-9b5a-8394d57b8286""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000441"",""sha256"":""sha256:bb2c69e9aca17488bef50ca9a0f07edc7d031a55b29585d4031cc0f7f5b6405d""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:68922ad7-f929-53ce-9a9d-558f55dae87f","lebl.ca.qa.live-manifest.ca.v1.9.logical.u001282","topology","[""urn:uuid:bb983af7-f8c3-5245-ae97-77a167732d4f""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u001282"",""sha256"":""sha256:21646408d184a4ed04fc33322c1b58a98eeef71c42aa30b2ce48be27b3bfcacc""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:68922ad7-f929-53ce-9a9d-558f55dae87f"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u001282"",""status"":""active"",""subject_ids"":[""urn:uuid:bb983af7-f8c3-5245-ae97-77a167732d4f""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u001282"",""sha256"":""sha256:21646408d184a4ed04fc33322c1b58a98eeef71c42aa30b2ce48be27b3bfcacc""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:68a054a2-569f-5ffc-ab28-ce0675ac8d36","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000707","topology","[""urn:uuid:55550d1c-084c-5bbb-af0d-f276c5529644""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000707"",""sha256"":""sha256:69ad71b0054901d23dfbb34b82409bad8081ec16e4693aaf3040927ed0ff568a""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:68a054a2-569f-5ffc-ab28-ce0675ac8d36"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000707"",""status"":""active"",""subject_ids"":[""urn:uuid:55550d1c-084c-5bbb-af0d-f276c5529644""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000707"",""sha256"":""sha256:69ad71b0054901d23dfbb34b82409bad8081ec16e4693aaf3040927ed0ff568a""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:68b0e261-9497-50e3-afb4-85efdba347e1","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001557","topology","[""urn:uuid:51a4c327-0ed2-5237-b557-5d1845c531d1""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001557"",""sha256"":""sha256:48ce7321a787e03063c72dcd1cafea981427eebbadc2dea17a79a9a3ae92f0b2""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:68b0e261-9497-50e3-afb4-85efdba347e1"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001557"",""status"":""active"",""subject_ids"":[""urn:uuid:51a4c327-0ed2-5237-b557-5d1845c531d1""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001557"",""sha256"":""sha256:48ce7321a787e03063c72dcd1cafea981427eebbadc2dea17a79a9a3ae92f0b2""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:68d9383a-6b13-524b-bec7-405dee602d36","lebl.ra.qa.live-manifest.ra.v6.3.logical.u001575","topology","[""urn:uuid:f084d75d-7c9a-564e-8e00-c7def7511eb9""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001575"",""sha256"":""sha256:f227832c0ff8734825c9616b77143db7fc497d74fe385ca6668d81a6a858c940""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:68d9383a-6b13-524b-bec7-405dee602d36"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u001575"",""status"":""active"",""subject_ids"":[""urn:uuid:f084d75d-7c9a-564e-8e00-c7def7511eb9""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001575"",""sha256"":""sha256:f227832c0ff8734825c9616b77143db7fc497d74fe385ca6668d81a6a858c940""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:68e70142-6b0a-5bde-b591-fbe2935c193a","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000797","topology","[""urn:uuid:3047475b-0746-5b33-b47a-7713cf0bb328""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000797"",""sha256"":""sha256:92f94f0c55a0fa6e631fa21e7f42b163945db49af934f9fbd9c77901e723edde""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:68e70142-6b0a-5bde-b591-fbe2935c193a"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000797"",""status"":""active"",""subject_ids"":[""urn:uuid:3047475b-0746-5b33-b47a-7713cf0bb328""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000797"",""sha256"":""sha256:92f94f0c55a0fa6e631fa21e7f42b163945db49af934f9fbd9c77901e723edde""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:68e9c25c-f7f1-508c-b5e2-d53b0431b3c2","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000025","topology","[""urn:uuid:894182d2-776a-55a0-bd07-2a4dca289ad8""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000025"",""sha256"":""sha256:06770bc8a9cd71873318bc438a4f70c2fd7d35129e884a4de85984721fdcda1b""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:68e9c25c-f7f1-508c-b5e2-d53b0431b3c2"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000025"",""status"":""active"",""subject_ids"":[""urn:uuid:894182d2-776a-55a0-bd07-2a4dca289ad8""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000025"",""sha256"":""sha256:06770bc8a9cd71873318bc438a4f70c2fd7d35129e884a4de85984721fdcda1b""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:690f8224-0bad-5418-9275-397a8e924d8c","lebl.ca.qa.live-manifest.ca.v1.9.logical.u000525","topology","[""urn:uuid:28771108-522b-58cb-b18e-9943a011bf14""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000525"",""sha256"":""sha256:a852f3cae9eac3787b9707ed203b32cec71e552c4b3e423ff69c11f1937bf238""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:690f8224-0bad-5418-9275-397a8e924d8c"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u000525"",""status"":""active"",""subject_ids"":[""urn:uuid:28771108-522b-58cb-b18e-9943a011bf14""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u000525"",""sha256"":""sha256:a852f3cae9eac3787b9707ed203b32cec71e552c4b3e423ff69c11f1937bf238""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:690fe8b1-da07-56cc-8261-f26729b4a083","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000050","topology","[""urn:uuid:cd7e0840-4d8a-58f4-afd1-bd1271402c50""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000050"",""sha256"":""sha256:a9ad8465e00da63d02b6e58bc561009dfbb30b51bdd9290111e474b82d1a40ca""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:690fe8b1-da07-56cc-8261-f26729b4a083"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000050"",""status"":""active"",""subject_ids"":[""urn:uuid:cd7e0840-4d8a-58f4-afd1-bd1271402c50""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000050"",""sha256"":""sha256:a9ad8465e00da63d02b6e58bc561009dfbb30b51bdd9290111e474b82d1a40ca""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:69196b8d-d3bf-5919-ad2b-e1997d130a26","lebl.ra.qa.live-manifest.ra.v6.3.logical.u000624","topology","[""urn:uuid:465825ad-c5d4-53d2-9863-91f0bd1481d5""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000624"",""sha256"":""sha256:9ddf24413ecf4eef093f6e93cd329bbde5761205efad7f49de5917a3827f0d0d""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:69196b8d-d3bf-5919-ad2b-e1997d130a26"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u000624"",""status"":""active"",""subject_ids"":[""urn:uuid:465825ad-c5d4-53d2-9863-91f0bd1481d5""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u000624"",""sha256"":""sha256:9ddf24413ecf4eef093f6e93cd329bbde5761205efad7f49de5917a3827f0d0d""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:69297f56-044a-51d4-be36-1bb405a11509","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000182","topology","[""urn:uuid:ba2b4747-925d-5050-bcc9-4c639205a01f""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000182"",""sha256"":""sha256:0aa87353231d0530333c4be77c99b2443df510e227fa27bd8258f3f519a47c03""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:69297f56-044a-51d4-be36-1bb405a11509"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u000182"",""status"":""active"",""subject_ids"":[""urn:uuid:ba2b4747-925d-5050-bcc9-4c639205a01f""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u000182"",""sha256"":""sha256:0aa87353231d0530333c4be77c99b2443df510e227fa27bd8258f3f519a47c03""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:69330e4d-dccf-5790-b142-538df4969114","lebl.ra.qa.live-manifest.ra.v6.3.logical.u001625","topology","[""urn:uuid:557de18d-3e56-586a-8de6-1d733a0eeffa""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001625"",""sha256"":""sha256:795789a10d52acad8719139d1de5c22c22c93162c0b15bc3034bebdfed52e6c7""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:69330e4d-dccf-5790-b142-538df4969114"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u001625"",""status"":""active"",""subject_ids"":[""urn:uuid:557de18d-3e56-586a-8de6-1d733a0eeffa""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001625"",""sha256"":""sha256:795789a10d52acad8719139d1de5c22c22c93162c0b15bc3034bebdfed52e6c7""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:693987a5-debf-5443-9765-431c0df28131","lebl.ra.qa.live-manifest.ra.v6.3.logical.u001002","topology","[""urn:uuid:683525ce-4f2d-5f65-af07-5a7e9529e204""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001002"",""sha256"":""sha256:4d267ba43f3f1a88989c93e4433854d4b77d1b42038529178bd28edc50e32ecb""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:693987a5-debf-5443-9765-431c0df28131"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.live-manifest.ra.v6.3.logical.u001002"",""status"":""active"",""subject_ids"":[""urn:uuid:683525ce-4f2d-5f65-af07-5a7e9529e204""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ra.v6.3.logical.u001002"",""sha256"":""sha256:4d267ba43f3f1a88989c93e4433854d4b77d1b42038529178bd28edc50e32ecb""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:693cc8e1-81ef-5564-bd50-968aa57b9c7f","lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001552","topology","[""urn:uuid:bc13b650-32fb-599c-afa1-f646faf912c4""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001552"",""sha256"":""sha256:17018235c8374f462caf8b2864a6ac7d58cae5add091aad51b4b7e255e584154""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:693cc8e1-81ef-5564-bd50-968aa57b9c7f"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.qa.live-manifest.diffyqs.v6.11.logical.u001552"",""status"":""active"",""subject_ids"":[""urn:uuid:bc13b650-32fb-599c-afa1-f646faf912c4""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:diffyqs.v6.11.logical.u001552"",""sha256"":""sha256:17018235c8374f462caf8b2864a6ac7d58cae5add091aad51b4b7e255e584154""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
"urn:uuid:69460b17-4ac1-554c-ad16-763179be2f25","lebl.ca.qa.live-manifest.ca.v1.9.logical.u001375","topology","[""urn:uuid:dffd572e-7e64-5d99-b83f-f40b6f173bd5""]","pass","{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u001375"",""sha256"":""sha256:dbee7ca09553e3888848b37e1913227f22a8afa39976c85ecceaa61771f55159""}","[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""]","2026-08-31T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:69460b17-4ac1-554c-ad16-763179be2f25"",""note"":""qa/parallel_qa_20260830/BACKEND_COMPLETE_R006_R007_R008_20260830.md"",""record_type"":""qa_event"",""recorded_at"":""2026-08-31T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ca.qa.live-manifest.ca.v1.9.logical.u001375"",""status"":""active"",""subject_ids"":[""urn:uuid:dffd572e-7e64-5d99-b83f-f40b6f173bd5""],""supersedes_id"":null,""toolchain"":[""bounded unit QA"",""OpenAI Codex gpt-5.6-sol, Ultra""],""witness"":{""kind"":""file"",""locator"":""translation/TRANSLATION_MANIFEST.jsonl:ca.v1.9.logical.u001375"",""sha256"":""sha256:dbee7ca09553e3888848b37e1913227f22a8afa39976c85ecceaa61771f55159""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-complete""}"
